"id","title","kana","cats","area","venue","venue_url","pref","start_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note","parking","nearest_station"
"80","RYUICHI SAKAMOTO + SHIRO TAKATANI","","art","東京都・港区","麻布台ヒルズギャラリー","","tokyo","2026-08-28","2026-10-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.azabudai-hills.com/azabudaihillsgallery/index.html","35.6616","139.7409","","","",""
"81","HUMAN AND NATURE","","art","東京都・港区","東京ミッドタウン日比谷","https://www.hibiya.tokyo-midtown.com/","tokyo","2026-09-05","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.hibiya.tokyo-midtown.com/","35.6738","139.7592","6Fホールで開催のアーティスト平子雄一の個展。植物の頭を持つ人物たちが暮らす世界を、初公開の大型モビール群を含む絵画と立体約300点で表現する「見る」だけでなく「歩いて楽しむ」展覧会。サイン会も複数回実施される。","","","日比谷駅（東京メトロ千代田線・日比谷線・都営三田線）直結"
"82","アオアシ Season2 スタート直前！キックオフ・フェア","","ent","東京都・江東区","お台場ダイバーシティ東京","https://mitsui-shopping-park.com/divercity-tokyo/","tokyo","2026-09-25","2026-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://mitsui-shopping-park.com/divercity-tokyo/","35.6255","139.7756","10月開始のアニメ『アオアシ Season2』を記念し、限定POP UP STOREや等身大キャラクタースタンド、主人公役・大鈴功起さんの声による館内特別放送などを4F中央スペースで10日間展開する。","","",""
"83","THE LAST 9.30 WED ありがとう、渋谷。FINAL","","exp","東京都・渋谷区","西武渋谷店","https://www.sogo-seibu.jp/shibuya/","tokyo","2026-07-08","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sogo-seibu.jp/shibuya/","35.6613","139.6989","","","西武パーキング 9:30〜22:30・車高制限2m・161台、400円／以降30分毎","渋谷駅（JRハチ公改札徒歩約3分／東急・メトロ地下通路A6-C出口徒歩約1分）"
"84","はてな展","","art","東京都・渋谷区","西武渋谷店","https://www.sogo-seibu.jp/shibuya/","tokyo","2026-06-27","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sogo-seibu.jp/shibuya/","35.6613","139.6989","B館地下1階イベントスペースで開催中。シリーズ累計100万人動員のentakuによる新作体験型展示会で、身近な問いへの自分と他人の回答を見比べながら価値観の違いに触れられる内容。会場は完全キャッシュレス決済のみ。","","西武パーキング 9:30〜22:30・車高制限2m・161台、400円／以降30分毎","渋谷駅（JRハチ公改札徒歩約3分／東急・メトロ地下通路A6-C出口徒歩約1分）"
"85","微わかる展2＋小さいすぎるよ展","","art","東京都・渋谷区","西武渋谷店","https://www.sogo-seibu.jp/shibuya/","tokyo","2026-07-01","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sogo-seibu.jp/shibuya/","35.6613","139.6989","B館4階イベントスペースで開催中。entaku史上最も話題になった「微わかる展」がパワーアップして登場し、これまでで最も小さな感情を集めた「小さいすぎるよ展」も同時開催。会場の支払いは完全キャッシュレスのみ。","","西武パーキング 9:30〜22:30・車高制限2m・161台、400円／以降30分毎","渋谷駅（JRハチ公改札徒歩約3分／東急・メトロ地下通路A6-C出口徒歩約1分）"
"86","サンシャイン水族館 夜間特別営業「まだまだ♡性いっぱい展」","","fam","東京都・豊島区","池袋サンシャインシティ","","tokyo","2026-09-11","2026-11-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://sunshinecity.jp/","35.7286","139.7192","生き物の「性」をテーマにした夜間特別展。「繁殖行動」「求愛」「仔育て」ごとに解説パネルを設け、生き物の陰茎の仕組みを体験できる「ビンビンBOX」など体験型コンテンツを揃え、2024年以来2年ぶりに開催する。","","",""
"87","第6回 コロンビア ラテンアメリカ フェスティバル","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-09-26","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"88","HERO GATE","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-10-11","2026-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"89","カリブ・ラテンアメリカストリート代々木2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-10-17","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"90","日本インドネシア市民友好文化フェスティバル2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-10-17","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"91","東京ナイトマーケット","","food","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-10-21","2026-10-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"92","アースガーデン 秋 2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-10-24","2026-10-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"93","JAZZ FESTIVAL in Yoyogi park 2026","","ent","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-03","2026-11-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"94","フィエスタ・デ・エスパーニャ 2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-14","2026-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"95","SANTA PARADE TOKYO2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-15","2026-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"96","第4回TOKYO女性と子どものフェスティバル","","fam","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-21","2026-11-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"97","Shibuya StreetDance Week 2026","","ent","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-23","2026-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"98","フィリピンフェスティバル東京 2026","","fest","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-11-28","2026-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"99","J-WAVE presents INSPIRE TOKYO 2026 WINTER","","ent","東京都・渋谷区","代々木公園","https://www.yoyogikoen.info/","tokyo","2026-12-04","2026-12-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yoyogikoen.info/","35.6717","139.6949","","","","原宿駅（JR山手線）徒歩約9分／渋谷駅 徒歩約13分／代々木公園駅（千代田線）徒歩約11分"
"100","勝利の女神：NIKKE コラボレーション","","ent","東京都・文京区","東京ドームシティ","","tokyo","2026-09-10","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://at-raku.com/","","","モバイルゲーム『勝利の女神：NIKKE』とのコラボレーションイベント。銃声響く戦場でガンガールRPGの世界観を体験。キャラクターをモチーフにしたアトラクションが登場。","3段階のチケットは特典内容の違いによるもので代表額を一つに絞れないため price_official は空欄","",""
"101","金曜ナイトトーク","","art","東京都・台東区","国立西洋美術館","https://www.nmwa.go.jp/","tokyo","2026-09-11","2026-10-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nmwa.go.jp/","35.7156","139.7757","学芸員による『金曜ナイトトーク』。9月11日、10月30日の18:30～19:00に開催。展覧会に関する深い知識を得られるトークセッション。","高校生以下・65歳以上・障害者手帳保持者と付添者1名は常設展観覧が無料","美術館専用駐車場なし(周辺の有料駐車場を利用)","JR上野駅公園口徒歩1分/京成上野駅徒歩7分/東京メトロ銀座線・日比谷線上野駅徒歩8分"
"102","美術トーク（日本手話通訳つき）","","art","東京都・台東区","国立西洋美術館","https://www.nmwa.go.jp/","tokyo","2026-09-19","2026-11-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nmwa.go.jp/","35.7156","139.7757","日本手話通訳付きの美術トーク。9月19日、11月21日の11:00～11:50に開催。すべての来館者が展覧会を深く理解できる配慮。","高校生以下・65歳以上・障害者手帳保持者と付添者1名は常設展観覧が無料。日本手話通訳つき","美術館専用駐車場なし(周辺の有料駐車場を利用)","JR上野駅公園口徒歩1分/京成上野駅徒歩7分/東京メトロ銀座線・日比谷線上野駅徒歩8分"
"103","サンシャイン水族館 SDGs WEEK","","exp","東京都・豊島区","サンシャイン水族館","https://sunshinecity.jp/aquarium/","tokyo","2026-09-04","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://sunshinecity.jp/aquarium/","35.7295","139.7189","サンゴプロジェクト20周年記念イベント。『みんなと一緒に、サンゴアクション！』をテーマに、海洋保全について学び体験。","企画自体の観覧は無料。関連の有料プログラム「サンゴ教室」1,200円（要事前予約）、特別版「探検ガイドツアー」650円あり。恩納村ワークショップ等は無料","サンシャインシティ駐車場を利用(駐車サービスあり)","池袋駅35番出口徒歩/東京メトロ有楽町線「東池袋駅」6・7番出口直結"
"104","夜間特別営業『まだまだ♡性いっぱい展』","","exp","東京都・豊島区","サンシャイン水族館","https://sunshinecity.jp/aquarium/","tokyo","2026-09-11","2026-11-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://sunshinecity.jp/aquarium/","35.7295","139.7189","大人気イベント『性いっぱい展』の夜間特別営業版。生きものの多様な繁殖戦略を、夜ならではの雰囲気で学べる限定企画。","18:15～21:00の完全入替制で通常の入場券・年間パスポート等では入場不可、別売りの専用チケットが必要","サンシャインシティ駐車場を利用(駐車サービスあり)","池袋駅35番出口徒歩/東京メトロ有楽町線「東池袋駅」6・7番出口直結"
"105","闇の魔術のハロウィーン","","ent","東京都・練馬区","ワーナー・ブラザース・スタジオツアー東京","","tokyo","2026-09-10","2026-11-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.wbstudiotour.jp/","","","ハロウィーンシーズンの期間限定イベント。施設全体が『暗い魔術』のテーマで彩られ、魔法学校の世界へ没入。限定イベント販売商品も登場。","特別企画自体の追加料金はなく、通常のスタジオツアー入場料金に含まれる","",""
"106","宝石探し～つまんで、すくって、宝探し～","","fam","東京都・あきる野市","東京サマーランド","https://www.summerland.co.jp/","tokyo","2026-07-04","2026-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.summerland.co.jp/","35.7472","139.2694","つまんで、すくって、宝探し。夏を彩る家族向けアクティビティ。水中での宝探しと宝集めが楽しめる期間限定イベント。","入園には別途1Dayパスが必要（大人2,600円～5,600円、来場時期により変動、税込）","平日1,500円・土日祝および8/10・8/12〜8/14は2,000円(乗用車1日1台)",""
"107","北区花火会 RED×BLUE SPARKLE GATE","","fest","東京都・北区","荒川河川敷(赤羽〜川口)","","tokyo","2026-09-26","2026-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://hanabi-kita.com/","","","全国1位の花火大会として知られる北区花火会。音と光が響き合う秋の進化系エンターテインメント花火。ドローンと花火の融合による新しい表現。シンプルな美しさから超高速の演出までバラエティに富んだ30曲の音楽構成。","開催時間18:30～19:30","",""
"108","東京カレー万博2026","","food","東京都・新宿区","新宿区立大久保公園","","tokyo","2026-09-11","2026-10-07","","","","","","","","","","","","","","","","","","","","","","","","","","","ブルースモービル・レッツエンジョイ東京","https://tokyofesta.com/23ku/32446/","","","","全国48店舗が集結する大規模カレーフェスティバル。スパイスカレー、欧風カレー、インド南部料理など多彩なカレーを食べ比べ可能。新しいカレーとの出会いを提供する27日間のグルメイベント。","","",""
"109","いきもの超ワールド展","","","上野","国立科学博物館","","tokyo","2026-07-11","2026-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","https://www.kahaku.go.jp/","","35.7161","139.7765","多様な生き物の世界を紹介する大規模展示。進化の奥秘から現在の生態系まで、インタラクティブな展示を通じて生命の多様性を体験できる。子どもから大人まで楽しめる内容。","","周辺駐車場","JR上野駅"
"110","アートアクアリウム2026","","","銀座","銀座三越","","tokyo","2026-07-01","2026-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","https://www.mitsukoshi.mistore.jp/store/ginza/","","","","金魚とアート作品を融合させた体験型展示。光と映像で演出された空間で、金魚の優雅な泳ぎを新たな視点から鑑賞できる夏の風物詩。銀座三越での開催で、ショッピングと組み合わせて楽しめる。","","銀座三越駐車場（有料）","銀座線/丸ノ内線 銀座駅"
"111","ムーンアートナイト下北沢","","","下北沢","下北沢エリア","","tokyo","2026-09-18","2026-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","エンジョイ東京","https://www.enjoytokyo.jp/event/","","","","月をテーマにした約100のアート展示や屋外インスタレーション、音楽ライブ、ワークショップが下北沢エリア全体に展開。アーティストによる新作制作やパフォーマンスも随時実施される秋のアートイベント。","","周辺駐車場利用","京王井の頭線 下北沢駅"
"112","特別展 エリック・カールといのちの色-同じ世界で、ちがう色-","えりっくかーるといのちのいろ","art","東京都・品川区","しながわ水族館","https://www.aquarium.gr.jp/","tokyo","2026-07-25","2026-12-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.aquarium.gr.jp/","35.5875","139.7364","絵本作家エリック・カールの色彩表現をテーマにした特別展「同じ世界で、ちがう色」。カールの絵本作品と水族館で暮らす生き物たちの色彩を重ねながら紹介する、年末のクリスマスまで続く約5カ月間のロングラン企画展。","","","京浜急行「大森海岸駅」徒歩約8分/JR京浜東北線「大森駅」北口徒歩約15分"
"113","特別展 内山晋コレクション受贈記念「歌川広重 江戸のベストアングル」","","art","東京都・台東区","東京国立博物館","https://www.tnm.jp/","tokyo","2026-09-29","2026-12-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.tnm.jp/","35.7188","139.7765","収集家・内山晋の旧蔵浮世絵1,025点の受贈を記念した、東博初の本格的な歌川広重展「江戸のベストアングル」。「東海道五拾三次」「木曽海道六拾九次」「名所江戸百景」の三大シリーズを3期に分けて全点公開する貴重な機会。","","","JR上野駅公園口・鶯谷駅南口徒歩10分/東京メトロ銀座線・日比谷線上野駅、千代田線根津駅、京成上野駅徒歩15分"
"114","開創700年記念 特別展「大徳寺 本朝無双之禅苑」","","art","東京都・台東区","東京国立博物館","https://www.tnm.jp/","tokyo","2026-10-14","2026-12-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.tnm.jp/","35.7188","139.7765","開創700年を迎える京都・大徳寺と塔頭寺院の非公開寺宝を一堂に公開する特別展「本朝無双之禅苑」。名宝がまとまって公開されるのは41年ぶりで、東京では初開催。国宝の大井戸茶碗「喜左衛門井戸」なども見どころ。","","","JR上野駅公園口・鶯谷駅南口徒歩10分/東京メトロ銀座線・日比谷線上野駅、千代田線根津駅、京成上野駅徒歩15分"
"115","ルーヴル美術館展 ルネサンス","","art","東京都・港区","国立新美術館","https://www.nact.jp/","tokyo","2026-09-09","2026-12-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nact.jp/exhibition_special/2026/louvre2026/","35.6653","139.7263","パリのルーヴル美術館が誇るルネサンス期の絵画・彫刻・工芸を、ダ・ヴィンチやラファエロを含む選りすぐりの名品でたどる大型企画展。開幕記念講演会や巨匠の代表作を読み解くギャラリートークも予定される。","","館内に駐車場なし(周辺有料駐車場を利用)","東京メトロ千代田線 乃木坂駅（美術館直結）"
"116","没後70年 映画監督 溝口健二","","art","東京都・中央区","国立映画アーカイブ","https://www.nfaj.go.jp/","tokyo","2026-08-11","2026-12-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nfaj.go.jp/exhibition/mizoguchi2026/","35.6759","139.7717","没後70年を記念し、映画監督・溝口健二の足跡をフィルムやポスター、関連資料でたどる展示企画。東京国際映画祭との共催による特集上映「TIFF/NFAJ クラシックス」も会期後半に予定される。","","駐車場・駐輪場なし","東京メトロ銀座線 京橋駅出口1より徒歩1分"
"117","第48回ぴあフィルムフェスティバル 2026","","ent","東京都・中央区","国立映画アーカイブ","https://www.nfaj.go.jp/","tokyo","2026-09-18","2026-09-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nfaj.go.jp/film-program/pff2026/","35.6759","139.7717","自主制作映画の登竜門として知られる映画祭の第48回。若手監督の新作からグランプリ受賞作まで幅広い作品を9日間にわたり上映し、次世代の映像作家の才能を発掘・紹介する秋恒例の祭典。","","駐車場・駐輪場なし","東京メトロ銀座線 京橋駅出口1より徒歩1分"
"118","やきもの名品紀行 中国・日本・朝鮮半島","","art","東京都・港区","根津美術館","https://www.nezu-muse.or.jp/","tokyo","2026-08-15","2026-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nezu-muse.or.jp/jp/exhibitions/current/","35.6626","139.7188","館蔵約2,300件の陶磁器コレクションから名品を厳選し、中国・日本・朝鮮半島の三展示室構成で紹介する企画展。北宋時代の青磁水注や重要文化財の五彩瓶など見どころが多い、旅するような構成。","","9台(うち身障者優先駐車場1台)","東京メトロ表参道駅 A5出口より徒歩8分"
"119","舞楽装束 受け継がれる染織の美","","art","東京都・港区","根津美術館","https://www.nezu-muse.or.jp/","tokyo","2026-10-24","2026-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nezu-muse.or.jp/","https://www.nezu-muse.or.jp/jp/exhibitions/upcoming/","35.6626","139.7188","宮廷武官の制服を起源とする舞楽装束の美を、高野山天野社・大阪四天王寺・栃木輪王寺伝来の重要文化財を中心に紹介する特別展。約40年ぶりに公開される輪王寺の優品も見どころとなる。","","9台(うち身障者優先駐車場1台)","東京メトロ表参道駅 A5出口より徒歩8分"
"120","瀧口修造 書くことと描くこと","","art","東京都・中央区","アーティゾン美術館","https://www.artizon.museum/","tokyo","2026-06-23","2026-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.artizon.museum/exhibition/detail/604","35.6767","139.7724","詩人・美術評論家として日本の前衛芸術を牽引した瀧口修造の、「書くこと」と「描くこと」両面の活動に光を当てた展覧会。デカルコマニーなどの造形作品もあわせて紹介する、ソットサス展との同時開催。","","館内に駐車場なし","JR東京駅八重洲中央口より徒歩5分"
"121","【開館60周年記念特別展2】奥村土牛―名作でたどる100年のあゆみ―","","art","東京都・渋谷区","山種美術館","https://www.yamatane-museum.jp/","tokyo","2026-08-08","2026-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yamatane-museum.jp/","https://www.yamatane-museum.jp/exhibitions/2026/togyu.html","35.6486","139.7186","山種美術館開館60周年記念特別展第2弾。当館とゆかりの深い日本画家・奥村土牛の画業を代表作でたどる回顧展。青年期から晩年まで、約100年に及ぶ制作の歩みを紹介する内容となっている。","","専用駐車場なし","JR恵比寿駅西口・東京メトロ日比谷線恵比寿駅2番出口より徒歩約10分"
"122","【開館60周年記念特別展3】ザ・ベスト・オブ・山種コレクションⅠ―横山大観、竹内栖鳳から上村松園、速水御舟へ―","","art","東京都・渋谷区","山種美術館","https://www.yamatane-museum.jp/","tokyo","2026-10-10","2026-12-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.yamatane-museum.jp/exhibitions/2026/yamatane-collection1.html","35.6486","139.7186","開館60周年記念特別展第3弾。横山大観、竹内栖鳳から上村松園、速水御舟まで、山種コレクションの核となる近代日本画の傑作を選りすぐって一堂に紹介する、見応えのある大回顧展。","","専用駐車場なし","JR恵比寿駅西口・東京メトロ日比谷線恵比寿駅2番出口より徒歩約10分"
"123","没後50年記念 鳥居言人 歌舞伎絵と新版画","","art","東京都・渋谷区","太田記念美術館","https://www.ukiyoe-ota-muse.jp/","tokyo","2026-09-01","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.ukiyoe-ota-muse.jp/toriikotondo/","35.6702","139.7038","没後50年を記念し、歌舞伎絵と新版画の両分野で活躍した浮世絵師・鳥居言人の画業を紹介する展覧会。歌舞伎の躍動感と新版画の叙情性、双方の魅力に光を当てる構成の秋の企画展。","","",""
"124","吉田璋也のデザイン ― 新作民藝運動がめざした未来","","art","東京都・港区","パナソニック汐留美術館","https://panasonic.co.jp/ew/museum/","tokyo","2026-10-15","2026-12-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://panasonic.co.jp/ew/museum/exhibition/26/261015/","35.6613","139.7595","民藝運動の実践者・吉田璋也の新作民藝と建築設計に着目した展覧会。「旧吉田医院」と「旧吉田璋也自邸」の一部を原寸再現し、その理念を空間ごと体感できる構成の秋冬の展覧会。","","ビル地下2階駐車場あり","JR新橋駅銀座口より徒歩約8分/東京メトロ銀座線新橋駅2番出口より徒歩約6分"
"125","民藝 SHOCK!! ―没後60年 静嘉堂の河井寬次郎","","art","東京都・千代田区","静嘉堂文庫美術館","https://www.seikado.or.jp/","tokyo","2026-09-05","2026-11-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.seikado.or.jp/","35.6803","139.7629","没後60年を迎える陶芸家・河井寬次郎の作品を通じ、民藝運動が目指した「用の美」の思想に迫る展覧会。静嘉堂が秘蔵する河井作品も、この機会にあわせて特別に公開される秋の企画展。","","",""
"126","路上、お邪魔ですか?","","art","東京都・渋谷区","松濤美術館","https://shoto-museum.jp/","tokyo","2026-09-19","2026-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://shoto-museum.jp/exhibitions/213rojo/","35.6586","139.6907","路上という日常の風景に着目し、現代美術家たちがそこに見出した表現を紹介する企画展。都市の隙間や境界から立ち上がる新たな視点を、多様な作品を通じて提示する秋の松濤美術館の企画展。","","駐車場なし","京王井の頭線 神泉駅より徒歩5分"
"127","スウェーデン・テキスタイル 暮らしと自然に息づく北欧デザイン","","art","東京都・世田谷区","世田谷美術館","https://www.setagayaartmuseum.or.jp/","tokyo","2026-09-19","2026-11-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.setagayaartmuseum.or.jp/exhibition/special/detail.php?id=sp00230","35.6265","139.6296","スウェーデンのテキスタイルデザインを、自然や暮らしとの結びつきに着目して紹介する展覧会。関連ワークショップも会期前から実施され、北欧デザインの源流をたどることができる秋の企画展。","","来館者専用駐車場60台(無料)","東急田園都市線 用賀駅(バス3分、徒歩17分)"
"128","ミュージアム コレクションⅡ 気になる、こんどの収蔵品―作品がつれてきた物語","","art","東京都・世田谷区","世田谷美術館","https://www.setagayaartmuseum.or.jp/","tokyo","2026-08-08","2026-10-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.setagayaartmuseum.or.jp/exhibition/collection/detail.php?id=col00126","35.6265","139.6296","「気になる、こんどの収蔵品」をテーマに、近年収蔵した作品を中心に紹介するコレクション展。作品が美術館にやってきた経緯やエピソードも併せて楽しめる、入場料も手頃な企画展示。","","来館者専用駐車場60台(無料)","東急田園都市線 用賀駅(バス3分、徒歩17分)"
"129","練馬区立美術館コレクション 若林奮－Run and Rest－|寺田真由美－不在の存在－","","art","東京都・練馬区","練馬区立美術館","https://www.neribun.or.jp/museum.html","tokyo","2026-07-25","2026-10-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.neribun.or.jp/event/museum.cgi","35.7395","139.6511","彫刻家・若林奮と陶芸作家・寺田真由美、二人の作家を個展形式で紹介する練馬区立美術館のコレクション展。対照的な素材と造形の魅力を並べて見せる、館蔵品を軸にした構成の展覧会。","","専用駐車場なし","西武池袋線 中村橋駅より徒歩3分"
"130","アーツ中村橋 2026―わたしとまちの記憶","","art","東京都・練馬区","練馬区立美術館","https://www.neribun.or.jp/museum.html","tokyo","2026-09-12","2026-11-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.neribun.or.jp/event/museum.cgi","35.7395","139.6511","「まちとつながる現代美術の展覧会」第2弾。総勢9組のアーティストが中村橋という「まち」の過去と現在を、多様な作品を通じて見つめ直す地域密着型の秋の企画展。","","専用駐車場なし","西武池袋線 中村橋駅より徒歩3分"
"131","館蔵品展 さっぱり こってり 江戸絵画","","art","東京都・板橋区","板橋区立美術館","https://www.city.itabashi.tokyo.jp/artmuseum/","tokyo","2026-08-29","2026-09-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.itabashi.tokyo.jp/artmuseum/","35.7818","139.6238","狩野探幽ら江戸狩野派の余白を生かした簡潔な「さっぱり」表現と、南蘋派・洋風画に見る濃密な「こってり」表現を対比し、館蔵品と歸空庵コレクションから江戸絵画の幅広い魅力を紹介する企画展。9月12日には学芸員による関連講座も開催。","","専用駐車場なし(近隣に有料駐車場少)","都営三田線「西高島平駅」徒歩約14分"
"132","花のある暮らし ボタニカルアートとデザイン","","art","東京都・府中市","府中市美術館","https://www.city.fuchu.tokyo.jp/art/","tokyo","2026-09-19","2026-11-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.city.fuchu.tokyo.jp/art/","35.6838","139.4880","19世紀イギリスで隆盛したボタニカルアートを、『カーティス・ボタニカル・マガジン』やウェッジウッドの食器、ウィリアム・モリスの壁紙など工芸デザインと合わせて紹介する展覧会。10/10-12は市民文化の日で無料観覧。","","美術館近くの府中市臨時駐車場（無料）","京王線「東府中駅」北口徒歩17分、「府中駅」からバス約10分"
