"id","title","kana","genre","screening_type","area","theater","theater_url","pref","release_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note"
"53","ナイトシフト","","foreign","revival","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-10-24","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","サッチャー政権下、ポストパンク時代のロンドンで撮られたミニマルな対抗映画。1981年制作、国内劇場初公開。",""
"54","眺めのいい部屋 4K","","foreign","revival","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-10-31","2026-11-06","","","","","","1週間限定","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","E.M.フォースター原作、ジェームズ・アイヴォリー監督の1986年不朽の名作を、作品生誕40周年記念で4Kレストア版として1週間限定上映。",""
"55","春樹","","foreign","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-11-07","","","","","","","","","","","s-changlu2026","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","釜山国際映画祭・東京国際映画祭で3冠受賞のチャン・リュル（張律）監督最新作。挫折の先でも流れていく時間を描く。「ルオムの黄昏」と同時公開。",""
"56","ルオムの黄昏","","foreign","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-11-07","","","","","","","","","","","s-changlu2026","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","釜山国際映画祭・東京国際映画祭で3冠受賞のチャン・リュル（張律）監督最新作。消えた恋人の痕跡を追うほど遠ざかる道を描く。「春樹」と同時公開。",""
"57","《Fire in Water 永田康祐映像作品集》","","doc","revival","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-11-07","2026-11-13","","","","","","","","","","","","","","","","","","","一般1,600円/会員・大専・シニア1,300円/高校生以下800円","1600","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","アーティスト・永田康祐の初の特集上映。「Fire in Water」「鮭になる」など映像作品6本をまとめて上映する1週間限定企画。",""
"58","憎しみ 4K","","foreign","revival","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-11-14","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","パリ郊外の暴動翌日、異なるルーツを持つ3人の若者の24時間を描く1995年フランス映画の傑作。90年代を代表する青春映画が4Kレストア版で蘇る。",""
"59","コール＆レスポンス","","doc","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-12-12","","","","","","","","","","","","","","全国共通特別鑑賞券","","","","","特典:オリジナルステッカー付き","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","日本初、少年院でのラップ・ワークショップの記録。前編130分・後編99分（途中休憩あり）計229分の圧巻のドキュメンタリー。",""
"60","みらいしのほこう","","jp-live","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-12-05","2026-12-11","","","","","","1週間限定","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-24","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","人生迷走中の教師と予知能力者の生徒が逆転を目指す“不純な”SF青春エンターテインメント。埼玉県・SKIPシティ制作作品。",""
"61","私たちは、ちょうどいい。","","foreign","new","神奈川県・川崎市麻生区","川崎市アートセンター","","kanagawa","2026-09-12","2026-10-02","","","","","","休映日: 9/14, 9/24, 9/28","","","","","","","","","","","","","一般2,000円/シニア・会員1,300円/大学・専門学校生1,000円/障がい者・付添(1名まで)1,000円/高校生以下800円","2000","","","","","2026-09-24","","川崎市アートセンター公式","https://kawasaki-ac.jp/movie/theater/detail/?id=002497","https://bobtrevinolikesit-movie.com/","35.6015","139.5035","",""
"62","モネと時間旅行","","foreign","new","神奈川県・川崎市麻生区","川崎市アートセンター","","kanagawa","2026-09-19","2026-10-09","","","","","","休映日: 9/24, 9/28, 10/5","","","","","","","","","","","","","一般2,000円/シニア・会員1,300円/大学・専門学校生1,000円/障がい者・付添(1名まで)1,000円/高校生以下800円","2000","","","","","2026-09-24","","川崎市アートセンター公式","https://kawasaki-ac.jp/movie/theater/detail/?id=002493","https://monetojikan.com/","35.6015","139.5035","再開発対象となったノルマンディーの家から見つかったモネの絵画をめぐり、親族たちがアデルと巨匠モネの関係をたどるフランス映画。セザール賞3部門ノミネート。",""
"66","第32回 KAWASAKIしんゆり映画祭2026","","foreign|jp-live|doc|anime|fam","festival","神奈川県・川崎市麻生区","川崎市アートセンター","","kanagawa","2026-10-24","2026-11-03","","","","","","10/24-25は小劇場、10/31-11/3は映像館・小劇場で開催","","","","","","","前売り券","2026-09-12","09:00","","","","前売り:一般・シニア1,300円/学生・高校生以下・障がい者1,000円(要証明書)/『映画ドラえもん のび太の絵世界物語』900円均一。当日:一般・シニア1,600円/学生等1,200円","1600","1300","19","前売り券","","2026-09-24","各作品ごとの上映前日19:30までに前売り購入","川崎市アートセンター公式","https://kawasaki-ac.jp/movie/theater/detail/?id=002518","https://www.main.siff.jp/","35.6015","139.5035","しんゆり映画祭第32回。「映画でみつける新たな世界」をテーマに、川崎市アートセンターの映像館・小劇場で新作から特集上映まで多数の作品を上映する地域映画祭。",""
"67","【映画監督・今村昌平生誕100周年記念上映会】豚と軍艦","","jp-live","special","神奈川県・川崎市麻生区","川崎市アートセンター","","kanagawa","2026-10-04","","","","","","","","","","","s-imamura100","","","","","","","","","一般1,500円/シニア・会員1,300円/大学・専門学校生1,000円/障がい者・付添(1名まで)1,000円/高校生以下800円","1500","","","","","2026-09-24","本上映会は各種割引対象外・招待券使用不可","川崎市アートセンター公式","https://kawasaki-ac.jp/movie/theater/detail/?id=002523","","35.6015","139.5035","今村昌平生誕100周年記念上映会、12月まで毎月開催のシリーズ第1弾。1960年の重喜劇の傑作を35mmで上映。上映後、大友啓史監督によるゲストトークあり。","上映後、大友啓史監督（聞き手：富山省吾さん）のゲストトークあり"
"68","街の呼吸と森の映画祭2026","","foreign|jp-live|anime","outdoor|festival","神奈川県・小田原市","わんぱくらんど(いこいの森一帯)・小田原市街","https://forest-movie-festival.jp/","kanagawa","2026-10-03","2026-10-04","","","","15:00","","オールナイト","","","","","","","","","","","","","要問合せ","","","","","","","","森の映画祭プロジェクト公式","https://forest-movie-festival.jp/ticket","https://forest-movie-festival.jp/","35.2521","139.1244","小田原の「わんぱくらんど」と市街地をバスで回遊するオールナイト野外映画祭。『恋する惑星』『秒速5センチメートル』『レディ・プレイヤー1』など約30作品を朝まで上映する。","チケットは販売中（公式サイト表示）。会場サイトが動的レンダリング（JS）のため本文を機械取得できず、早割終了(8/19)後の一般価格・販売期間は今回も未確認。公式サイトで要確認。"
"69","戦場のボヘミアン カメラマン 石川文洋","","doc","new","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-11-21","","","","","","","","","","","","","","","","","","","","一般1,800円/大学生・高校生1,500円/シニア1,200円/3歳〜小学生・中学生・障がい者1,000円","1800","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/senjo-no-bohemian/","https://senjo-no-bohemian.com/","35.6935","139.7048","ベトナム戦争やカンボジア大虐殺を取材した報道カメラマン・石川文洋の半生を追うドキュメンタリー。河邑厚徳監督、88分。声優・滝藤賢一がモノローグを担当する。","K's cinema公式で上映期間2026/11/28(土)〜と再確認（前回記録の11/21から公式サイト表記が変更されていた）。上映時間は現時点で未定。"
"70","K's cinema「奇想天外映画祭2026」","","foreign","festival","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-09-12","2026-10-16","","","","","","","","","","","","","","","","","","","一般1,600円/大学生・高校生1,400円/シニア1,200円/3歳〜小学生・中学生・障がい者1,000円","1600","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/kisoutengai2026/","","35.6935","139.7048","奇想天外な世界の映画を集めた映画祭。特別鑑賞券3回券3,600円もあり（ネット予約不可）。上映期間・料金とも前回から変更なしを確認。",""
"71","K's cinema「インド大映画祭IDE2026番外編」","","foreign","festival","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-10-03","2026-10-16","","","","","","","","","","","","","","","","","","","一般1,800円/大学生・高校生1,500円/シニア1,200円/3歳〜小学生・中学生・障がい者1,000円","1800","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/ide2026_spinoff/","","35.6935","139.7048","インド映画を特集する映画祭の番外編。K's cinema公式トップページで開催期間2026/10/3〜10/16を再確認。",""
"73","劇情","","jp-live","new","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-09-19","2026-10-02","","","","","","","","","","","","1","","","","","","","1,500円均一（各種割引適用不可）","1500","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/gekijo/","","35.6935","139.7048","K's cinemaで期間限定公開中の邦画。当初9/25までの予定から10/2まで上映延長。9/26からは上映開始時刻が20:40に変更される。特別鑑賞券は9/18で販売終了済み。","9/26(土)以降の上映時間は20:40に変更"
"74","俺たちの生きた時間","","doc","revival","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-09-26","2026-10-02","","","","10:00","","","","","","","","","","","","","","","一般1,800円/大学生・高校生1,500円/シニア1,200円/3歳〜小学生・中学生・障がい者1,000円","1800","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/oretachino/","","35.6935","139.7048","1982年製作、暴走族の実像を追った伝説のドキュメンタリーをリバイバル上映。ナレーションは宇崎竜童。上映は10:00の1回のみ、期間は1週間限定。PG12指定。",""
"75","Man","","jp-live","new","東京都・新宿区","K's cinema","https://www.ks-cinema.com/","tokyo","2026-09-26","","","","","18:30","","","","","","","","","","","","","","","一般1,800円/大学生・高校生1,500円/シニア1,200円/3歳〜小学生・中学生・障がい者1,000円","1800","","","","","2026-09-24","","K's cinema公式","https://www.ks-cinema.com/movie/man/","","35.6935","139.7048","前田弘二監督の新作。犯罪に手を染める青年が、謎の男に更生を迫られる奇妙な共同生活を描く。宇野祥平・唐田えりか出演。10/3以降は上映時間未定。","10/3(土)以降は上映時間未定"
"76","新文芸坐「アレックス3部作+1 LOVE MEETS レオス・カラックス」","","foreign","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-09-18","2026-09-30","","","","","","","","","","","","","","","","","","","一般1,500円/各種割引1,100円（クーポン利用不可）","1500","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","レオス・カラックス監督の初期代表作『ボーイ・ミーツ・ガール』『汚れた血』『ポンヌフの恋人』にキャリア後の『ポーラX』を加えた4本立て特集。4Kレストア版中心。","前回記録の一般1,900円/各種割引1,300円は誤りで、公式スケジュールでは一般1,500円/各種割引1,100円（クーポン利用不可）に訂正"
"77","新文芸坐「ユートピア 狂宴」","","foreign","new","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-10-01","2026-10-07","","","","","","","","","","","","","","","","","","","一般2,000円/各種割引1,300円","2000","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","新文芸坐での新作ロードショー枠での上映。1週間限定公開。ジェームズ・デモナコ監督、ピート・デヴィッドソン主演のR15+作品。","10/1はファーストデーで一般・各種割引とも1,300円。クーポン・ムビチケ利用不可。前回記録の一般1,900円は誤りで正しくは2,000円"
"78","新文芸坐「追悼・岸恵子① 自由を抱き、凛と咲き」","","jp-live","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-10-01","2026-10-10","","2026-10-01|2026-10-02|2026-10-05|2026-10-06|2026-10-07|2026-10-08|2026-10-09|2026-10-10","","","","","","","","","","","","","","","","","一般1,500円/各種割引1,100円","1500","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","女優・岸恵子を偲ぶ追悼特集の第1弾。『おとうと』（1960）『約束』（1972）の2本立てを上映する。","10/1はファーストデーで一般・各種割引とも1,300円。前回記録の一般1,900円は誤りで正しくは1,500円"
"79","新文芸坐「追悼・サム・ニール 狂気に蝕まれた男」","","foreign","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-10-09","2026-10-15","","","","","","","","","","","","","","","","","","","『ポゼッション』一般1,500円/各種割引1,100円、『マウス・オブ・マッドネス』一般2,000円/各種割引1,800円（特別興行・クーポン利用不可）","","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","俳優サム・ニールを偲ぶ追悼特集。『ポゼッション 40周年HDリマスター版』と日本独占限定上映『マウス・オブ・マッドネス』の2本立て。","前回記録の一般1,900円/各種割引1,300円は誤りで、実際は作品ごとに料金が異なる（本欄参照）"
"80","新文芸坐「孤高の巨匠フレディ・M・ムーラー ＜マウンテン・トリロジー＞＋1」","","foreign","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-10-19","2026-10-26","","","","","","","","","","","","","","","","","","","一般1,500円/各種割引1,100円（1本鑑賞）、同日2本なら一般1,900円/各種割引1,500円（2本目割）","","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","スイスの巨匠フレディ・M・ムーラー監督の山岳三部作にもう1本を加えた特集上映。2本目割あり。","前回記録の一般1,900円/各種割引1,300円は誤りで、正しくは本欄の2本目割料金"
"81","新文芸坐「劇場版『名探偵コナン』フィルム＆デジタル上映vol.3」","","anime","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-10-17","2026-10-28","","","","","","","","","","s-conan-film-digital","","","","","","","","","一般1,500円/各種割引1,100円（特別興行・クーポン利用不可）","1500","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","『名探偵コナン 14番目の標的』『天国へのカウントダウン』を35mmフィルムで、『緋色の弾丸』をデジタルで上映するセレクション企画。日替わりで上映作品が変わる。",""
"82","新文芸坐「劇場版『名探偵コナン』フィルム＆デジタル上映vol.4」","","anime","revival","東京都・豊島区","新文芸坐","https://www.shin-bungeiza.com/","tokyo","2026-11-14","2026-11-24","","2026-11-14|2026-11-15|2026-11-17|2026-11-18|2026-11-19|2026-11-22|2026-11-24","","","","","","","","s-conan-film-digital","","","","","","","","","要問合せ","","","","","","2026-09-24","","新文芸坐公式","https://www.shin-bungeiza.com/schedule","","35.7328","139.7136","『名探偵コナン 世紀末の魔術師』『銀翼の奇術師』を35mmフィルムで、『黒鉄の魚影』をデジタルで上映するセレクション企画第4弾。料金・上映時間は現時点で調整中。",""
"83","神保町シアター「女優魂2026 ――忘れられない『この1本』」","","jp-live","revival","東京都・千代田区","神保町シアター","https://www.shogakukan.co.jp/jinbocho-theater/","tokyo","2026-09-12","2026-10-06","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-09-24","","神保町シアター公式","https://www.shogakukan.co.jp/jinbocho-theater/features/2026-09-12_joyu-damashii-2026.html","","35.6968","139.7565","神保町シアターが独断と偏見で選んだ、女優たちの代表作ならぬ「魂の演技」を見るための特集。『燃えつきた地図』『大幹部 無頼』『津軽じょんがら節』など35mmフィルム上映中心。上映期間・作品数とも前回から変更なしを確認。",""
"84","神保町シアター「80年代ノスタルジアⅢ」","","jp-live","revival","東京都・千代田区","神保町シアター","https://www.shogakukan.co.jp/jinbocho-theater/","tokyo","2026-10-10","2026-11-06","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","2026-09-24","","神保町シアター公式","https://www.shogakukan.co.jp/jinbocho-theater/features/2026-10-10_80s_3rd.html","","35.6968","139.7565","1980年代劇場公開作を振り返る人気企画の第3弾。相米慎二の監督デビュー作『翔んだカップル＜オリジナル版＞』、特撮の『ゴジラvsビオランテ』ほか、ラブコメ・特撮・アニメと幅広いジャンルから選定。ソフト化・配信もされていない作品を含む。上映期間・作品数とも前回から変更なしを確認。",""
"87","クリスマス・キャロル／3人のゴーストたち","","foreign","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ|ピカデリー","","tokyo","2026-11-13","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1500","","ムビチケ前売券","","2026-09-17","公開日前日までの購入","映画.com","https://eigakan.org/theaterpage/schedule.php?t=christmascarol","https://christmas-carol.jp/","","","ジョニー・デップが守銭奴スクルージを演じるゴシックファンタジー。ディケンズの名作をA24系のタイ・ウェスト監督が映画化し、クリスマスイブに現れる3人の幽霊との出会いを通した再生の物語を描く。",""
"88","ハウスメイド","","foreign","new","東京都・渋谷区","ピカデリー|ヒューマントラストシネマ|109シネマズ|イオンシネマ|T・ジョイ|MOVIX|ユナイテッド・シネマ","","tokyo","2026-11-27","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","1600","","ムビチケ前売券","","2026-09-17","公開日前日までの購入","映画.com","https://eigakan.org/theaterpage/schedule.php?t=housemaid","https://housemaid-movie.com/","","","全世界興収650億円のベストセラー小説を映画化したシークレット・サスペンス。豪邸に住み込む家政婦ミリー（シドニー・スウィーニー）が、富豪一家に隠された恐るべき秘密に迫る。ネタバレ厳禁の展開が話題。",""
"89","映画ドラえもん のび太の蒸気時間車","","anime|fam","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","tokyo","2027-03-05","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","","","","","2026-09-17","","映画.com","https://doraeiga.com/2027/","https://doraeiga.com/2027/","35.8462","139.5460","「映画ドラえもん」シリーズ通算46作目。19世紀のロンドンを舞台に、ドラえもんとのび太たちが時空を越えて繰り広げる完全オリジナルストーリー。脚本はヨーロッパ企画代表の上田誠が担当。",""
"90","ダーウィンズゲーム","","jp-live","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","tokyo","2027-03-12","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","","","","","2026-09-17","","映画.com","https://darwinsgame-movie.com/","https://darwinsgame-movie.com/","35.8462","139.5460","累計発行部数1000万部突破の人気漫画を実写映画化。中川大志演じる大学生カナメが謎のアプリをきっかけに命がけの異能バトルに巻き込まれる、曽利文彦監督によるVFXアクション超大作。",""
"91","リバイアサン","","jp-live","new","東京都・千代田区","TOHOシネマズ|109シネマズ|イオンシネマ|ユナイテッド・シネマ|MOVIX|T・ジョイ|USシネマ","https://www.unitedcinemas.jp/urawa/","tokyo","2027-02-11","","","","","","","","","","","","","","","","","","","","一般2,200円/大学生1,500円/高校生以下1,000円(目安、劇場により異なる)","2200","","","","","2026-09-17","","映画.com","https://lev.toho-movie.jp/","https://lev.toho-movie.jp/","35.8462","139.5460","酸素が尽きる宇宙船を舞台に、生存率1/38のデスゲームに巻き込まれる38人の生徒を描くSFサバイバル。道枝駿佑と出口夏希が初共演し、藤井道人と新宮良平がW監督を務めるフランス発漫画の映画化。",""
"92","立川シネマシティ bスタジオ【極音】再誕祭","","jp-live|foreign","special","東京都・立川市","立川シネマシティ シネマ・ツー","https://cinemacity.co.jp/","tokyo","2026-08-14","","","","","","","継続開催","","","","","","","","","","","","","要問合せ","","","","","","","","シネマシティNEWS","https://ccnews.cinemacity.co.jp/","","35.6941","139.4137","bスタジオの音響リニューアル(Meyer Sound「ASTRYA」導入、Dolby Atmos対応)を記念した爆音上映企画。第1弾は『トップガン マーヴェリック』『ラ・ラ・ランド』『RRR』『BLUE GIANT』『君の名は。』を上映。",""
"93","第39回東京国際映画祭2026","","jp-live|foreign|doc|anime","festival","東京都・千代田区","日比谷・有楽町・丸の内エリア各劇場","https://2026.tiff-jp.net/ja/","tokyo","2026-10-26","2026-11-04","","","","","","","","","","","","","","","","","","","要問合せ(上映作品ごとにチケット料金が異なる)","","","","","","","","東京国際映画祭公式","https://2026.tiff-jp.net/ja/","https://2026.tiff-jp.net/ja/","35.6749","139.7595","アジア最大級の国際映画祭。日比谷・有楽町・丸の内エリアを中心に国内外の最新作からクラシック上映まで多彩なプログラムを展開する10日間。TIFFCOMも同時開催される。","9/11にチケット料金改定を発表。オープニング作品『SUKIYAKI 上を向いて歩こう』、センターピース『ゴジラ-0.0』、クロージング作品『コロニー』が決定"
"94","第48回ぴあフィルムフェスティバル(PFF)2026","","jp-live|foreign|doc|anime","festival","東京都・中央区","国立映画アーカイブ","https://www.nfaj.go.jp/","tokyo","2026-09-18","2026-09-26","","","","","","","","","","","","","","","","","","","要問合せ(上映作品ごとにチケット料金が異なる、詳細は公式サイトで発表)","","","","","","","","PFF公式","https://pff.jp/jp/","https://pff.jp/jp/","35.6754","139.7708","若手監督の登竜門として知られる自主製作映画の祭典。国立映画アーカイブを会場に、PFFアワード入選作を中心とした新人監督の作品群を9日間にわたり上映する。","表彰式は9月28日に別途開催"
"95","ラピュタ阿佐ヶ谷「森繁力」特集","","jp-live","revival","東京都・杉並区","ラピュタ阿佐ヶ谷","http://www.laputa-jp.com/","tokyo","2026-08-16","2026-10-17","","","","","","","","","","","","","","","","","","","要問合せ","","","","","","","","ラピュタ阿佐ヶ谷公式","https://www.laputa-jp.com/","","35.7048","139.6363","名優・森繁久彌の出演作を辿る長期特集。喜劇からシリアスドラマまで幅広い出演作をモーニング・レイトショー枠で上映する。",""
"97","SUMMER LOUNGE MEIJI PARK「ねぶくろシネマ」","","foreign|jp-live|anime","outdoor","東京都・新宿区","都立明治公園","https://www.meiji-park.com/","tokyo","2026-07-17","2026-09-27","","","","","","金・土・日・祝中心","","","","","","","","","","","","","入場無料(一部有料コンテンツあり)","","","","","","","","PR TIMES/タイムアウト東京","https://meijipark-summer-lounge.com/","https://meijipark-summer-lounge.com/","35.6779","139.7147","都立明治公園で73日間開催される都心の夏フェス「SUMMER LOUNGE MEIJI PARK」内の野外上映企画「ねぶくろシネマ」。ビアラウンジも併設され、金土日祝を中心に洋画・邦画・アニメを幅広く上映する。","具体的な上映作品スケジュールは公式サイトで日程ごとに発表"
"98","ラピュタ阿佐ヶ谷「昭和の銀幕に輝くヒロイン 淡島千景」","","jp-live","revival","東京都・杉並区","ラピュタ阿佐ヶ谷","http://www.laputa-jp.com/","tokyo","2026-09-20","2026-11-28","","","","","","モーニング上映","","","","","","","","","","","","","要問合せ","1400","","","","","2026-08-27","","ラピュタ阿佐ヶ谷公式","https://www.laputa-jp.com/","","35.7048","139.6363","昭和期を代表する女優・淡島千景の出演作を辿るモーニングショー特集。宝塚出身の気品と幅広い演技力で銀幕を彩った代表作を上映する。",""
"99","国立映画アーカイブ「映画監督 木村荘十二」","","jp-live|doc","revival","東京都・中央区","国立映画アーカイブ","https://www.nfaj.go.jp/","tokyo","2026-10-13","2026-11-15","","","","","","10/13〜10/25、11/3〜11/15の2期に分けて上映（会期中の休館日は月曜）","","","","","","","","","","","","","要問合せ","","","","","","","","国立映画アーカイブ公式","https://www.nfaj.go.jp/film-program/sotojikimura202610/","","35.6754","139.7708","商業映画から教育映画へ転身した映画作家・木村荘十二の回顧特集。長瀬記念ホールOZUで20プログラム31本を上映する初めての大規模回顧展。",""
"101","早稲田松竹「パンク イズ “DO IT YOURSELF”」","","jp-live","revival","東京都・新宿区","早稲田松竹","","tokyo","2026-09-26","2026-10-02","","","","","","","","","","","","","","","","","","","一般1,500円/学生1,200円/シニア・小学生1,100円","","","","","","","","早稲田松竹公式","https://wasedashochiku.co.jp/","","35.7133","139.7036","『ストリート・キングダム 自分の音を鳴らせ。』『ロビンソンの庭』の二本立てに加え、塚本晋也『鉄男』と石井岳龍『爆裂都市』を35mmで特別興行。9/27はロビンソンの庭終映後にトークショーあり。",""
"102","早稲田松竹クラシックスvol.256「曽根中生、相米慎二、青山真治 ――逸脱のゆくえ」","","jp-live","revival","東京都・新宿区","早稲田松竹","","tokyo","2026-10-03","2026-10-09","","","","","","","","","","","","","","","","","","","一般1,500円/学生1,200円/シニア・小学生1,100円","","","","","","","","早稲田松竹公式","https://wasedashochiku.co.jp/","","35.7133","139.7036","相米慎二『台風クラブ』4Kレストア版・『お引越し』4Kリマスター版の二本立てに、曽根中生『博多っ子純情』、青山真治『Helpless』を35mmで特別興行。",""
"103","シネマヴェーラ渋谷「映画を輝かせるために ―蓮實重彦 山田宏一 山根貞男 映画談義集成」刊行記念特集","","jp-live","revival","東京都・渋谷区","シネマヴェーラ渋谷","http://www.cinemavera.com/","tokyo","2026-09-26","2026-10-23","","","","","","","","","","","","","","","","","","","均一1,800円","","","","","","","","シネマヴェーラ渋谷公式","http://cinemavera.com/","","35.6570","139.6975","映画評論家3氏による対談集の刊行を記念した特集上映。10/18は阪本順治監督のトークショーを開催。","トークイベント回は別料金の場合あり（例：1,800円均一・ポイント鑑賞不可）"
"104","ラピュタ阿佐ヶ谷「野村芳太郎監督特集」","","jp-live","revival","東京都・杉並区","ラピュタ阿佐ヶ谷","http://www.laputa-jp.com/","tokyo","2026-10-18","2026-12-30","","","","","","","","","","","","","","","","","","","一般1,400円/シニア・学生1,200円/会員1,000円（水曜サービスデー1,200円均一）","1400","","","","","2026-09-17","","ラピュタ阿佐ヶ谷公式","http://www.laputa-jp.com/laputa/program/nomurayoshitaro/","","35.7048","139.6363","『砂の器』『ゼロの焦点』ほか野村芳太郎監督の44作品を約2ヶ月半かけて上映する大型特集。国立映画アーカイブ所蔵作品も含む。",""
"105","ハワの手習い","","doc","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-09-05","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-17","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","13歳で結婚させられ自由を奪われたアフガニスタン人女性ハワの学びへの挑戦を追うドキュメンタリー。",""
"106","撃たれた自由の声を撮れ","","doc","new","神奈川県・横浜市中区","横浜シネマリン","https://cinemarine.co.jp/","kanagawa","2026-09-05","","","","","","","","","","","","","","","","","","","","一般1,900円/会員・大専・シニア1,300円/高校生以下800円","1900","","","","","2026-09-17","","横浜シネマリン公式","https://cinemarine.co.jp/","","35.4420","139.6375","女性が教育を受けられないタリバン支配下のアフガニスタンで声を上げ続ける人々を追うドキュメンタリー。",""
